Nom fichier,Nb clients,Fitness de base,Nb vehicules min,Metaheuristique,Fitness resultat,Vehicules resultat,Nombre iterations,Temps d'execution,Amelioration fitness,Variation (µ),Température
A3205.txt,32,2572.06,5,Recuit simule,1020.54,5,10000,855,1551.52,0.7,50
A3305.txt,33,2054.88,5,Recuit simule,661.98,5,10000,845,1392.9,0.7,50
A3306.txt,33,2240.2,6,Recuit simule,834.66,6,10000,874,1405.54,0.7,50
A3405.txt,34,2477.26,5,Recuit simule,919.95,5,10000,861,1557.31,0.7,50
A3605.txt,36,2389.88,5,Recuit simule,717.02,5,10000,903,1672.86,0.7,50
A3705.txt,37,2854.15,5,Recuit simule,936.94,5,10000,930,1917.21,0.7,50
A3706.txt,37,2370.05,6,Recuit simule,884.64,6,10000,985,1485.41,0.7,50
A3805.txt,38,2397.08,5,Recuit simule,860.7,5,10000,1004,1536.38,0.7,50
A3905.txt,39,2663.66,5,Recuit simule,872.7,5,10000,979,1790.96,0.7,50
A3906.txt,39,2865.43,6,Recuit simule,1010.29,6,10000,1016,1855.14,0.7,50
A4406.txt,44,2916.88,6,Recuit simule,1039.58,6,10000,1086,1877.29,0.7,50
A4506.txt,45,3588.3,6,Recuit simule,1265.83,6,10000,1106,2322.47,0.7,50
A4507.txt,45,3587.76,7,Recuit simule,1370.45,7,10000,1201,2217.32,0.7,50
A4607.txt,46,3311.51,7,Recuit simule,1150.11,7,10000,1174,2161.4,0.7,50
A5307.txt,53,4879.72,7,Recuit simule,1280.84,7,10000,1286,3598.88,0.7,50
A5407.txt,54,4037.13,7,Recuit simule,1115.66,7,10000,1309,2921.48,0.7,50
A5509.txt,55,4250.23,9,Recuit simule,1485.83,9,10000,1392,2764.39,0.7,50
A6009.txt,60,4317.78,9,Recuit simule,1352.74,9,10000,1528,2965.04,0.7,50
A6109.txt,61,4061.04,9,Recuit simule,1249.23,9,10000,1590,2811.81,0.7,50
A6208.txt,62,5232.99,8,Recuit simule,1509.92,8,10000,1509,3723.07,0.7,50
A6310.txt,63,5441.61,10,Recuit simule,1761.44,10,10000,1586,3680.17,0.7,50
A6409.txt,64,4065.2,9,Recuit simule,1279.84,9,10000,1474,2785.36,0.7,50
A6509.txt,65,5664.84,9,Recuit simule,1740.04,9,10000,1510,3924.8,0.7,50
A6909.txt,69,4788.63,9,Recuit simule,1533.2,9,10000,1592,3255.43,0.7,50
A8010.txt,80,6443.61,10,Recuit simule,1721.86,10,10000,1802,4721.75,0.7,50
c101.txt,101,5459.01,10,Recuit simule,1095.23,10,10000,1989,4363.77,0.7,50
c201.txt,101,7467.89,10,Recuit simule,1426.3,10,10000,1988,6041.59,0.7,50
r101.txt,101,5200.78,8,Recuit simule,1160.21,8,10000,1957,4040.57,0.7,50
