Nom fichier,Nb clients,Fitness de base,Nb vehicules min,Metaheuristique,Fitness resultat,Vehicules resultat,Nombre iterations,Temps d'execution,Amelioration fitness,Variation (µ),Température
A3205.txt,32,2620.18,5,Recuit simule,857.97,5,10000,868,1762.21,0.7,10
A3305.txt,33,3183.92,5,Recuit simule,899.75,5,10000,884,2284.17,0.7,10
A3306.txt,33,2005.8,6,Recuit simule,806.93,6,10000,926,1198.87,0.7,10
A3405.txt,34,2502.09,5,Recuit simule,1050.07,5,10000,889,1452.02,0.7,10
A3605.txt,36,2831.72,5,Recuit simule,937.44,5,10000,913,1894.28,0.7,10
A3705.txt,37,2880.71,5,Recuit simule,858.11,5,10000,920,2022.59,0.7,10
A3706.txt,37,2700.56,6,Recuit simule,1098.29,6,10000,1016,1602.27,0.7,10
A3805.txt,38,2520.89,5,Recuit simule,911.39,5,10000,972,1609.5,0.7,10
A3905.txt,39,2832.04,5,Recuit simule,1079.99,5,10000,995,1752.06,0.7,10
A3906.txt,39,3241.64,6,Recuit simule,924.43,6,10000,982,2317.22,0.7,10
A4406.txt,44,2669.72,6,Recuit simule,934.06,6,10000,1184,1735.65,0.7,10
A4506.txt,45,4015.39,6,Recuit simule,1366.83,6,10000,1091,2648.56,0.7,10
A4507.txt,45,3040.19,7,Recuit simule,991.95,7,10000,1090,2048.24,0.7,10
A4607.txt,46,3593.41,7,Recuit simule,1063.11,7,10000,1121,2530.3,0.7,10
A5307.txt,53,3694.12,7,Recuit simule,1371.02,7,10000,1280,2323.09,0.7,10
A5407.txt,54,5160.91,7,Recuit simule,1455.76,7,10000,1231,3705.15,0.7,10
A5509.txt,55,4347.01,9,Recuit simule,1593.1,9,10000,1342,2753.91,0.7,10
A6009.txt,60,5145.02,9,Recuit simule,1555.59,9,10000,1391,3589.43,0.7,10
A6109.txt,61,4386.14,9,Recuit simule,1392.88,9,10000,1425,2993.27,0.7,10
A6208.txt,62,4044.07,8,Recuit simule,1182.51,8,10000,1396,2861.56,0.7,10
A6310.txt,63,5508.66,10,Recuit simule,1681.3,10,10000,1522,3827.36,0.7,10
A6409.txt,64,5524.65,9,Recuit simule,1694.98,9,10000,1433,3829.67,0.7,10
A6509.txt,65,5264.83,9,Recuit simule,1591.72,9,10000,1466,3673.11,0.7,10
A6909.txt,69,6270.77,9,Recuit simule,1711.0,9,10000,1478,4559.77,0.7,10
A8010.txt,80,5428.15,10,Recuit simule,1723.17,10,10000,1715,3704.98,0.7,10
c101.txt,101,6980.19,10,Recuit simule,1488.14,10,10000,1938,5492.05,0.7,10
c201.txt,101,5194.22,10,Recuit simule,1230.57,10,10000,2013,3963.64,0.7,10
r101.txt,101,4750.03,8,Recuit simule,951.42,8,10000,1944,3798.61,0.7,10
