Nom fichier,Nb clients,Fitness de base,Nb vehicules min,Metaheuristique,Fitness resultat,Vehicules resultat,Nombre iterations,Temps d'execution,Amelioration fitness,Taille liste tabou
A3205.txt,32,2959.81,5,Tabou,927.47,5,10000,11306,2032.35,10
A3305.txt,33,2442.26,5,Tabou,917.09,5,10000,10614,1525.17,10
A3306.txt,33,2070.78,6,Tabou,826.46,6,10000,8928,1244.32,10
A3405.txt,34,2655.81,5,Tabou,1001.62,5,10000,12253,1654.19,10
A3605.txt,36,2469.12,5,Tabou,712.82,5,10000,11613,1756.3,10
A3705.txt,37,2571.39,5,Tabou,1017.07,5,10000,13594,1554.32,10
A3706.txt,37,2383.22,6,Tabou,820.01,6,10000,17002,1563.2,10
A3805.txt,38,2847.72,5,Tabou,894.93,5,10000,12206,1952.79,10
A3905.txt,39,3067.25,5,Tabou,946.67,5,10000,16930,2120.58,10
A3906.txt,39,3299.2,6,Tabou,1081.32,6,10000,13865,2217.88,10
A4406.txt,44,2522.55,6,Tabou,1012.36,6,10000,18128,1510.19,10
A4506.txt,45,3369.93,6,Tabou,1002.78,6,10000,29685,2367.15,10
A4507.txt,45,2743.08,7,Tabou,1118.0,7,10000,21971,1625.08,10
A4607.txt,46,3563.25,7,Tabou,1140.41,7,10000,23920,2422.83,10
A5307.txt,53,3691.54,7,Tabou,1120.28,7,10000,48370,2571.26,10
A5407.txt,54,3958.79,7,Tabou,1170.89,7,10000,47513,2787.89,10
A5509.txt,55,4373.49,9,Tabou,1433.98,9,10000,48617,2939.51,10
A6009.txt,60,4011.92,9,Tabou,1552.91,9,10000,52262,2459.01,10
A6109.txt,61,4218.7,9,Tabou,1456.68,9,10000,35643,2762.02,10
A6208.txt,62,4375.65,8,Tabou,1423.6,8,10000,50084,2952.05,10
A6310.txt,63,4751.67,10,Tabou,1641.52,10,10000,38489,3110.15,10
A6409.txt,64,3783.12,9,Tabou,1175.15,9,10000,58983,2607.98,10
A6509.txt,65,4731.06,9,Tabou,1630.3,9,10000,43006,3100.76,10
A6909.txt,69,6589.97,9,Tabou,1859.36,9,10000,52880,4730.61,10
A8010.txt,80,6192.09,10,Tabou,1812.77,10,10000,88262,4379.32,10
c101.txt,101,6759.96,10,Tabou,1564.01,10,10000,194978,5195.95,10
c201.txt,101,7181.93,10,Tabou,1499.37,10,10000,155194,5682.56,10
r101.txt,101,7158.59,8,Tabou,1381.84,8,10000,215406,5776.75,10
