Nom fichier,Nb clients,Fitness de base,Nb vehicules min,Metaheuristique,Fitness resultat,Vehicules resultat,Nombre iterations,Temps d'execution,Amelioration fitness,Taille liste tabou
A3205.txt,32,3033.12,5,Tabou,914.12,5,10000,25035,2119.0,30
A3305.txt,33,2803.7,5,Tabou,891.66,5,10000,24479,1912.03,30
A3306.txt,33,1872.58,6,Tabou,781.49,6,10000,18258,1091.09,30
A3405.txt,34,2036.2,5,Tabou,729.62,5,10000,19258,1306.58,30
A3605.txt,36,2874.12,5,Tabou,768.74,5,10000,29982,2105.38,30
A3705.txt,37,3025.6,5,Tabou,786.58,5,10000,23359,2239.02,30
A3706.txt,37,2541.82,6,Tabou,998.96,6,10000,29762,1542.85,30
A3805.txt,38,2891.48,5,Tabou,985.39,5,10000,28420,1906.09,30
A3905.txt,39,3368.89,5,Tabou,1114.77,5,10000,36057,2254.12,30
A3906.txt,39,3945.54,6,Tabou,1173.89,6,10000,34683,2771.65,30
A4406.txt,44,3173.89,6,Tabou,933.14,6,10000,44179,2240.75,30
A4506.txt,45,4598.54,6,Tabou,1479.02,6,10000,41847,3119.52,30
A4507.txt,45,3038.32,7,Tabou,1204.12,7,10000,49268,1834.2,30
A4607.txt,46,4355.33,7,Tabou,1316.02,7,10000,29880,3039.31,30
A5307.txt,53,4268.97,7,Tabou,1289.25,7,10000,62021,2979.73,30
A5407.txt,54,3718.24,7,Tabou,1157.65,7,10000,71755,2560.59,30
A5509.txt,55,5807.26,9,Tabou,1870.36,9,10000,35073,3936.89,30
A6009.txt,60,4306.61,9,Tabou,1346.72,9,10000,84204,2959.89,30
A6109.txt,61,3909.38,9,Tabou,1293.73,9,10000,75709,2615.65,30
A6208.txt,62,4924.82,8,Tabou,1485.15,8,10000,77031,3439.67,30
A6310.txt,63,4032.91,10,Tabou,1324.37,10,10000,75052,2708.53,30
A6409.txt,64,4600.82,9,Tabou,1552.68,9,10000,64097,3048.14,30
A6509.txt,65,6102.55,9,Tabou,1775.78,9,10000,92599,4326.77,30
A6909.txt,69,4684.06,9,Tabou,1350.88,9,10000,105510,3333.19,30
A8010.txt,80,6165.98,10,Tabou,1593.5,10,10000,101797,4572.48,30
c101.txt,101,6844.72,10,Tabou,1702.48,10,10000,346502,5142.24,30
c201.txt,101,6058.55,10,Tabou,1362.53,10,10000,279047,4696.02,30
r101.txt,101,4463.12,8,Tabou,981.29,8,10000,393025,3481.83,30
